id_video,id_komentar,text_original,author_name,id_author,like_count,published_at
b0yw06rMBAY,UgzGvkA_ENjEGwMaEFh4AaABAg,"What a game, ini game terbaik dari Joy Kreatif menurutku! W JoyKreatif jgn lupa subscribe channelnya: https://www.youtube.com/@joykeratif

Yuk Join Discord paling rame se-Indonesia buat cari temen!: https://discord.com/invite/motionime
Join Server GTA Roleplayku: https://discord.gg/vFE7nmeB",@WindahBasudara,UCoIiiHof6BJ85PLuLkuxuhw,1312,2025-06-26T16:44:20Z
b0yw06rMBAY,UgzxTVRwOZU7beVHGAZ4AaABAg,"""I don' t care die bitch"" WINDAH IS THE REAL DIVA ☝️😊🤩🤩🤩🤩",@Angeliñaaaw,UCoc6AgWyY5GQ2HlN0soKdEg,0,2025-06-28T09:11:22Z
b0yw06rMBAY,UgyP9v-0qHE2Wl7S_a94AaABAg,Gg bang ceritanya game ini,@wahyu324k,UCuXfe7G1piepu4UBdGe8JuA,0,2025-06-28T09:10:59Z
b0yw06rMBAY,Ugw8VHUk-f7dTdD0Snl4AaABAg,2:12:27 di scene ini gw malah ketawa,@kaitheuncoolguy3,UCjYA237xchlu_qHfqdEGtCg,0,2025-06-28T09:10:25Z
b0yw06rMBAY,UgzJXPvsw33Bm-ECuu54AaABAg,bukan bang -1 itu sebelum beni ditawarin judjud sama yadi,@strawbeqry,UCft5bGHF9ib78wEL5RpnoJw,0,2025-06-28T09:09:59Z
b0yw06rMBAY,Ugz_F1nag1Yogday8AN4AaABAg,Alhamdulillah dia dibunuh,@crustypizzaries,UC5pfLeOydz-JVzdCN0X0O8Q,0,2025-06-28T09:09:48Z
b0yw06rMBAY,UgwQW9B1kQ76lDL4A8Z4AaABAg,ANJJJJJ GUA NANGISSS DIENDING KE 3,@crustypizzaries,UC5pfLeOydz-JVzdCN0X0O8Q,0,2025-06-28T09:09:23Z
b0yw06rMBAY,UgyKvQnGWHbs5oirB9R4AaABAg,gakuat gua liatnya sumpah🙃,@muhammadalyansyah4528,UCbKMwygUHGW2vq3a5kbKqHQ,0,2025-06-28T09:06:38Z
b0yw06rMBAY,Ugx_g2j7mbiHFRsbd4B4AaABAg,"Yang main jud jud mampus lu udh tau jud jud bikin lu ilang tujuan hidup bahkan hidupmu sekalipun, kalau dh kenal jud jud jangan ajak orang lain ya t****",@MuhammadIrsyad-o5f,UCNz9b5Kg8Dem_Kqk6s2CtDA,0,2025-06-28T09:03:44Z
b0yw06rMBAY,UgyjaKyR5t5BbBetf514AaABAg,"GAMEEE NYAA BAGUSSS MESKI GRAFIKNYA 90/100,tapi yaAllah astagfirullah… itu diambil dari kisah nyata??yaallah benar benar merusak mental saya..tidak terpikirkan ada orang sekejam seperti itu,dibilang binatang saja tidak pantas.",@crustypizzaries,UC5pfLeOydz-JVzdCN0X0O8Q,0,2025-06-28T09:02:45Z
b0yw06rMBAY,Ugz-RLdrkEhles4kV-B4AaABAg,t-tapi bang aku engga berjudi,@crispyyadi,UCspRqS73G2MeA2kYlkJ3KAA,0,2025-06-28T09:02:25Z
b0yw06rMBAY,UgyCgZGIZLb71VVkhLl4AaABAg,bang aku menangis menonton ini 😢😭😭😭😭😭,@ayyareu_,UCcDdWN0fMrIBqJYBjWrGpYQ,0,2025-06-28T09:02:07Z
b0yw06rMBAY,UgyGG5SyBO0NThFfg-N4AaABAg,"W GAME
W STREAMER",@w1ldansco,UC2dXHkmKHIQ99ivvGJKGFzg,1,2025-06-28T09:01:29Z
b0yw06rMBAY,Ugw3jser86wo_f5sVv14AaABAg,judi ga untung rugi guys judi = yatim,@sir15-n1x,UCgyaYlrCT_MWoVrHKAwaedA,0,2025-06-28T09:00:33Z
b0yw06rMBAY,Ugz35eiSNrYw6EreMgJ4AaABAg,2:10:32 tidakkkkkkkk,@ZaxWiliam,UC_BZjE6WdLdtYwCUOeqU62w,0,2025-06-28T08:57:54Z
b0yw06rMBAY,UgyTzFJfONtpGRK9TSV4AaABAg,Gg bang Windah,@aldisaputra8476,UCuZBZDJto5pGtpnvTI1FMVQ,1,2025-06-28T08:57:46Z
b0yw06rMBAY,UgwG35Gi3-fmm-vcr5t4AaABAg,sedih bgt bang windah 😢 tp banyak jg pelajaran yg bisa diambil seruu siiii  game nya huhuhu,@putialison,UCVXAtaiBbqw8eEPZcJKx-Gw,0,2025-06-28T08:57:39Z
b0yw06rMBAY,Ugw_IdS7FxC0pGwvvsJ4AaABAg,Stop Judi/Pinjol Guys🚫🚫,@YosiaPratama-u5z,UCa-3kbiPa12FKdnibUnwTEg,1,2025-06-28T08:54:58Z
b0yw06rMBAY,Ugxrls23sM6idAQ7gB54AaABAg,7:39 makasi bang nama aku kayla 🤭🤭,@ophenia_0,UCMd2xDRXFFW9Fd83XKGSEZQ,0,2025-06-28T08:54:52Z
b0yw06rMBAY,UgwQ_kBDTdRgGDhRnTZ4AaABAg,Bng gw anak kecil umur 11🗿,@Muh.deni743,UC9Cg4HxeBMsJoBYiB-lhaQw,0,2025-06-28T08:54:22Z
b0yw06rMBAY,Ugy856TPPbq1EZtIWYF4AaABAg,gua nangis bang nonton ini sampe abis😭😭😭,@nuraazmiprooo100,UC9hSBRdjsWvGd6qiApI1DaA,0,2025-06-28T08:52:00Z
b0yw06rMBAY,Ugztc2sZEUNPumqO-_x4AaABAg,BANGG GUE NANGIS BANGG,@za-jp6qz,UCYflVRzh3RLs8x6HraJAjTA,0,2025-06-28T08:51:48Z
b0yw06rMBAY,UgxZmc1yjS7OfMms8uV4AaABAg,W pikabuu,@fakhofficial7923,UCL8bth6bejo94WOLL6B9C6w,0,2025-06-28T08:51:46Z
b0yw06rMBAY,UgzO6XwsZuMmL5UoYFp4AaABAg,hati hati bang nanti kamu jadi gorengan warga x,@Hafizh245,UCp3MjeLSVzlYzuRIq5Hdnkg,0,2025-06-28T08:51:30Z
b0yw06rMBAY,Ugz0BNyedMNgeyMpKUN4AaABAg,"untung papah aku bukan pemjudi bang, km jgn jd penjudi jg yah",@katr1n4,UCLa5YQEDD4JmCcrtRjcXvnA,0,2025-06-28T08:51:09Z
b0yw06rMBAY,Ugy0ZDW6kNO4aQrDl054AaABAg,2:11:25 epic moment,@xd.muwe.x,UC2Btlv9flWpafT-7LpJFk_g,0,2025-06-28T08:50:32Z
b0yw06rMBAY,UgwjByfdx3G5q5OTUJ54AaABAg,Bang squid game season 3 udah rilis main bang,@AdytyaAnggara-o4s,UCf1B7SpoUklNt34TSmbGZZA,0,2025-06-28T08:50:09Z
b0yw06rMBAY,Ugz9cdkUBPuY7yvcBNJ4AaABAg,what a game  😭😭,@alrizkyy698,UC3PhYRvTiFehfDBx1wJdyZw,0,2025-06-28T08:48:09Z
b0yw06rMBAY,UgxjywP8kG7z-cqE6Qh4AaABAg,Nadia gg moment,@FST444,UCcvk7smilKul9UP5p7DV1SQ,0,2025-06-28T08:47:52Z
b0yw06rMBAY,UgzxAFJBUFn7KfZ2ZVp4AaABAg,Dari game buatan indonesia. Ini menurut ku masuk top 10 ku  game buatan indonesia walaupun grafik gamenya gak wah tapi story dengan 6 ending ini keren bangett. Pokoknya Keren racikan gamenya,@gatraprastyadi9338,UC3GtDd2yfgOIotWeRAa_uDQ,0,2025-06-28T08:47:29Z
b0yw06rMBAY,UgwH0OEXTnc32I38N4J4AaABAg,"😢 ending yang pas nolak pinjol ga bisa nahan tangis gw di ceramahin sama istrinya, meskipun di usir tetep di temenin ama istrinya moga mama agnes jadi istri yang bisa nemenin papa brando aamiin ❤",@Deffris3,UCSWsDouCXKvMmUBM7FBspvA,0,2025-06-28T08:45:43Z
b0yw06rMBAY,UgynFQ8MgmsjwPRESLF4AaABAg,damn🥺🥺🥺,@aghadafhin,UCZl23tWhptLbBQOvSW4cG8A,1,2025-06-28T08:44:33Z
b0yw06rMBAY,UgxWkfLrSHMgUm5Sz154AaABAg,Stop judi dan pinjol ya,@Daffarockyy,UCGQSpHZLHCII9pO8ac6DPVg,0,2025-06-28T08:43:39Z
b0yw06rMBAY,Ugw6NrqWvyws11lsBJN4AaABAg,Bang udah mainin pikabuu frozen food belum gamenya punya 3 ending,@yudhijulianto2249,UCmjuzfca5rAFwUGU2XR1MpA,0,2025-06-28T08:42:52Z
b0yw06rMBAY,UgwO4e98M_6dKFeI_Tt4AaABAg,Pinjol itu apa,@AnandaBayu-k6e,UCbczfcI6z44fsrLHho5ZGlg,0,2025-06-28T08:42:38Z
b0yw06rMBAY,UgxE6lw4p5WCg0g6OQZ4AaABAg,Ah windah sama aja mau coba coba judi,@ilham_998,UCE30twk4jwgxMbMvMvZ2Shw,0,2025-06-28T08:41:55Z
b0yw06rMBAY,UgyaHKqqMxy-bReB8WJ4AaABAg,"Gila!!!, ini game bener bener absolute cinema, gw nonton dua jam nggak kerasa bro, seperti nonton cuma 10 menit anjir, ini game Indonesia terbaik sih, gilak coy, bang windah juga keren Mainya",@YoutuberClippp,UCKywbItLrbb0joSJToN5e0Q,1,2025-06-28T08:41:39Z
b0yw06rMBAY,UgwprJuaX9QvBJD5xP54AaABAg,"beni dakjal, yadi menyesatkan orang gara gara brainrotnya di curi",@phelher,UCXCtLbx_mgLQ45inmu1e5SQ,0,2025-06-28T08:40:52Z
b0yw06rMBAY,UgzYKMYlJvnQ32rSsnR4AaABAg,Squid game yang ada di tv menit  1:53:18  mencurigakan 🗿🤨 dan agak sus😂,@Anaskasep0908,UC2hmgn4lwJk0UjH4-trFxkg,0,2025-06-28T08:40:24Z
b0yw06rMBAY,UgwcLCZ7MNWbevAgeRR4AaABAg,"beni gila, sepanjang nonton ga bisa berhenti ngolok-ngolok si beni",@ywemsnaw,UC0TZ029iHZIvu7tZ-9ujkWQ,0,2025-06-28T08:39:40Z
b0yw06rMBAY,Ugzr9CkvcTKcOUJry614AaABAg,22:56 super hentai😂,@ZIZZYCi,UC9ouyg_wfoNR81bE8mMYVlw,0,2025-06-28T08:38:19Z
b0yw06rMBAY,Ugy1YHESv3r1kD6wMPx4AaABAg,semoga tidak ada beni di dunia nyata gk sanggup ngeliat cewek di gituin,@rachmanalkafi2594,UCXMBqNKXWm67bkhTWcltlKg,0,2025-06-28T08:37:48Z
b0yw06rMBAY,Ugyp1kn_6gsV_-0el-54AaABAg,"hal yg paling mengerikan dari kisah, ini bagaimana mirisnya cerita ini dari kenyataan pahit yg terjadi saat ini.
kuharap kisah ini bisa dan pengingat dari untuk kita.",@fatiraaulia5870,UCbm8IOFDAS_WcnGy29GG2aQ,0,2025-06-28T08:37:13Z
b0yw06rMBAY,Ugz1y-_b4QDn4JLkEFJ4AaABAg,Nangis gw bg serius,@Daffarockyy,UCGQSpHZLHCII9pO8ac6DPVg,1,2025-06-28T08:36:44Z
b0yw06rMBAY,UgzoeNBh3FwhbDd5tMR4AaABAg,Bang kata si ilham Bang windah nanti malam grow a garden update jam 9 malam katanya ada event baru dan pet pet baru jadi jangan sampai terlewat kan,@KENZIE友,UCjwwwXV8Pllv8WQaeQOT5aA,1,2025-06-28T08:36:22Z
b0yw06rMBAY,Ugye7qlWdG-6F9QrynJ4AaABAg,"SUMPAHHH COOO KEREN BANGET DEMI ALLAH INI GAME BENER BENER BANYAK PELAJARAN NYA, APALAGII PESAN ENJOY EVERY SINGLE MOMENT, BEUHH COO BENER KITA HARUS BERSYUKUR DI SIKON YG NORMAL INI, KELUARGA LENGKAP DAN NORMAL AJA UDAH HARUS LU SYUKURIN, BANYAK DILUAR SANA YG GA SEKUAT KITA KITA, CARI SUAMI KALIAN YG PAHAM AGAMA, NGERTI EMOSIONAL, SIAP MENTAL DAN FINANSIAL",@nigar2164,UCmih7T8ZpYGMFibm3Fb0qEg,0,2025-06-28T08:34:25Z
b0yw06rMBAY,UgxKjtvDyo7m2MTXpfJ4AaABAg,"bang windah coba mainin gam grany 5 yg berjudul time to wake up, req y bg",@NiaKatnia,UCuQfsKVMm19sYme39Od47WQ,0,2025-06-28T08:33:46Z
b0yw06rMBAY,UgwM7v4V2IWePld0oYl4AaABAg,ending 6 sakit jiwa bgt bapaknya,@chocomintyz,UCVM1CwHVliS3aiSHbXv32Ag,0,2025-06-28T08:31:55Z
b0yw06rMBAY,Ugys_M5lL709UHknq4p4AaABAg,1:13:10,@wiyudapbg6202,UC-Wv6IE_XIk2kHWhC4q8sUQ,0,2025-06-28T08:31:36Z
b0yw06rMBAY,UgwDQ-bciZ-lm22Y_mV4AaABAg,"seram, wowie!",@bigbuurger,UCoEW74TaA7y_4kYi-SDXUrg,0,2025-06-28T08:31:11Z
b0yw06rMBAY,Ugy-ueEKPZ2I_NgHr4h4AaABAg,✋😐🤚,@AbdullahAzzam-k2d,UC0jOlrMacWVA3hLBI9zlieQ,0,2025-06-28T08:29:53Z
b0yw06rMBAY,Ugy0_OLFeoSBfDaJ5x94AaABAg,Kirain ada ending di kasih jajan banyak dan di kasih beli ke pasar yang 50rb,@faja-o7k,UCTWDuglnG2emtfqWmX7x56g,0,2025-06-28T08:27:57Z
b0yw06rMBAY,UgySBH7GnRfhzpxLLr14AaABAg,Anjir nama gua Sandi jirr,@SandiSandi-k8s,UCzI5-XdVA_mrMfvrH_fw76g,0,2025-06-28T08:27:16Z
b0yw06rMBAY,UgwxRvPxnJSmUY4rubt4AaABAg,Aku survive bang,@ibannn8022,UC8aS6g6o_6eIk4s9gzZEsRg,0,2025-06-28T08:26:52Z
b0yw06rMBAY,UgywGS85OMZp0LrICbN4AaABAg,STOP JUDII,@AMR-hi8uq,UC6CZMtjYwoQ_LnbK9_I8CWg,0,2025-06-28T08:26:44Z
b0yw06rMBAY,Ugw0SfKZQKmjej34JW54AaABAg,2:11:52 stugger effect + Critical Hit,@therealofcubital,UCV-BLTeh5FSh8no2jszAoMg,1,2025-06-28T08:24:30Z
b0yw06rMBAY,UgwEdUlLXhw2s6coShN4AaABAg,"game ini udh ngajarin kita banyak hal, jadi sesusah apapun keadaan kalian tolong ya jangan sampai PINJOL dan JUDI!!!",@Lili_15796,UCdYRfQf_CRdSMySkYFHDi4Q,0,2025-06-28T08:23:51Z
b0yw06rMBAY,UgwqHklTLvuWk7foq2V4AaABAg,"bang, aku nangis 😢😢😢😢😢",@vampireholliees,UCbVMqX6MXm0slyYh2KgLTCg,0,2025-06-28T08:23:19Z
b0yw06rMBAY,UgzxOpJFvSHFSlGwLCV4AaABAg,"Pinjol yang kasar nagih nya rata2 oinjol ilegal itu pun ga di bayar ga masalah dia ga bakal berani nyamperin,kalo pinjol legal wajib bayar soal nya dia punya dc lapangan.

Kalo link judi itu ada sebagian yang fiktif atau scam",@rikkyaditya2661,UC77RFX-T2ookXv2W67BNhiQ,0,2025-06-28T08:22:58Z
b0yw06rMBAY,UgyDx4NYqsm9u9rjVTB4AaABAg,JUDI = MATI,@callmevitaa,UCQBIQtJ2vZafDPwqcsUp8Pg,0,2025-06-28T08:21:36Z
b0yw06rMBAY,UgywEXq9pvNvR-kPyaV4AaABAg,"Ndk bisa berkata kata bnyak pesan tersirat yg terdapat di game ini , gg bng brando dan joycreatif",@aris_Dylan08,UCEHF4b7Lhfs4lq2NuiMcDAg,0,2025-06-28T08:20:27Z
b0yw06rMBAY,UgyaR-LC6YGLldnYsdB4AaABAg,judi=miskin,@rizirafif5986,UCLs-7HtV-A_vulNJX9wNMmg,0,2025-06-28T08:18:56Z
b0yw06rMBAY,UgzHxFVKAsguIQtn6cB4AaABAg,"Tunggu anak kecil tapi
 tetap nonton",@AnandaBayu-k6e,UCbczfcI6z44fsrLHho5ZGlg,0,2025-06-28T08:18:23Z
b0yw06rMBAY,UgxpHJyMkEB95cr740x4AaABAg,"game ter gong bzir ga bisa berenti nangis, mbayangin jadi Kayla sedih bgt😢",@drakcookie,UCGb62a_xkLR-lJY1o8Fq3yw,0,2025-06-28T08:17:31Z
b0yw06rMBAY,UgwsCpvgQfuAVMX-OaN4AaABAg,"sumph bg gua brsa masuk kedlm khdupnny,jntungngua berdebar",@NEON-sw5pe,UCHhCq5-Z2FTW9ToNh9xLeaw,0,2025-06-28T08:14:47Z
b0yw06rMBAY,Ugwd09yE6EjOLyDBYkN4AaABAg,"Bang windah main minecraft lagi, minecraft udah ada update 1.21 ❤❤❤❤",@Lazt-e9n,UC_SOksip0oK6YVTBAwS7jmg,0,2025-06-28T08:14:36Z
b0yw06rMBAY,UgxGo0NpugK7Z1FU1R14AaABAg,2:12:30 ending tersedih sih ini😢😢,@tatadisiniiii,UCuYJWlmY4SmyObbjb6BlYWA,1,2025-06-28T08:12:50Z
b0yw06rMBAY,UgzmaEMbXqE3qFFFQYd4AaABAg,"demi ini stream tersakit yg pernah gue tonton, sakitnya ngena bgt jirr 😭",@sseyyzi,UCrqedx0mSvwoEJ8W8jzjuyQ,0,2025-06-28T08:12:34Z
b0yw06rMBAY,UgwVqfFm8pi-GW6YNel4AaABAg,W game,@belfaagel2723,UCnne5RnwGTeNkP84q4VLkcA,0,2025-06-28T08:12:30Z
b0yw06rMBAY,UgyE6D33dAtUqJrh4x54AaABAg,ih bang windah sesat hha,@queenshachannel9421,UCinmIW4NurSF09kvRAiMRQw,0,2025-06-28T08:10:42Z
b0yw06rMBAY,UgwZKcfE0npZODz4GGd4AaABAg,bapak gua tuh,@damv1680,UC2aGcVsXXf0vE-1KpeBN66w,0,2025-06-28T08:09:42Z
b0yw06rMBAY,Ugw1k6Xk13bujpM3jbp4AaABAg,GEMGEHHH😭😭😭✌️✌️✌️❤️,@Ichi_no,UCf5mzasMGCq84gLcQh8-9Ng,0,2025-06-28T08:09:39Z
b0yw06rMBAY,UgxwlRZWL0YPiUjcFD14AaABAg,"Tranding terus bang windah, kami bangga bang sama kamu bang🎉
Semoga makin sukses dan terus semangat buat menghibur kami❤❤❤",@A_maulanaPutra,UCuStkRvOprqkslndHgxmFlA,0,2025-06-28T08:09:39Z
b0yw06rMBAY,UgznKNrhpmZTcpSywn94AaABAg,Aku gak kuat nonton sampai habiss😢😢 gilakkkk,@sopie_hatter,UCJSAVFX-LPDz520hwGDPZZg,0,2025-06-28T08:09:19Z
b0yw06rMBAY,UgwM0CRCXwob3uJxQMR4AaABAg,Sedih ny smpe sini bang😢,@mrifaldo7780,UCXqTacBQjaXU5sFeS5Zx-mw,0,2025-06-28T08:07:12Z
b0yw06rMBAY,UgxLKDmx1leXsr-5sFB4AaABAg,stop judi,@fatankomaini4155,UCyNGZMcErYYZORLZUTM7zuA,0,2025-06-28T08:04:59Z
b0yw06rMBAY,UgwI2ANfzZF6Be3tazJ4AaABAg,Beni anjjj,@Yunussitumorang,UC2mcglFmsq6udBhyVanC8Ew,0,2025-06-28T08:04:52Z
b0yw06rMBAY,UgwAc0nGYdcadblOlTF4AaABAg,"Makasih bangjoykeratif, kalo biisa kasih bintang unlimited ku kasih gila",@joputranathan,UCNVQi5OSzZTSPBYcGL72VnA,0,2025-06-28T08:04:37Z
b0yw06rMBAY,UgwDrzjD3cn21OMojPJ4AaABAg,Bg Windah menjiwai peran bgt,@aankartika8250,UCfjTDbxJnBQXlvvUt0yo_7g,0,2025-06-28T08:04:35Z
b0yw06rMBAY,Ugw9PK-1z63BUiRGqQV4AaABAg,sadar ga sih kalian sm tv pas nolak pinjol😭😭😭,@munifatussabila4463,UCdd2Tb6nxXOmW0o_8kA5hsQ,0,2025-06-28T08:04:31Z
b0yw06rMBAY,UgxWLTph91wtpN0pFcN4AaABAg,ending 6 anj bettt cuy☹️,@DapaKece-q6o,UCKKjQxmR1XMbisfEQ5rX1IQ,0,2025-06-28T08:04:22Z
b0yw06rMBAY,UgyrTXx9d-sMLn5j1qh4AaABAg,"1:46:28
Aku udah janji bang",@hann.1916,UCQHs9uRYFtesmnSh3UZ-iKw,0,2025-06-28T08:03:49Z
b0yw06rMBAY,UgxFefjauChfYSuiFtx4AaABAg,"-1h tu sebelum kejadian bang😢,bkn mimpi atau seandainya",@putritreeuliami,UCASdsgsdzVmUzMxFQjtKUZg,1,2025-06-28T08:03:34Z
b0yw06rMBAY,UgwSATIqGxseTkMB79h4AaABAg,Maaf kalo aku punya salah cuman minta maaf,@ARAMA.3,UC_Ouc56xOjyX7qEa3vmY3OA,0,2025-06-28T08:03:10Z
b0yw06rMBAY,Ugw4gE6sXadGJKK6WJl4AaABAg,W FOR JOY KREATIF❤🔥🔥,@Ceserianzzzz,UC3BTZ6t4I2e0QW7DyFUUQ6A,0,2025-06-28T08:02:31Z
b0yw06rMBAY,Ugzka_jmtSMAAYgNZGp4AaABAg,"penghasilan 4 jt sebulan malah full buat judi lawak, belajar investasi lah belajar money management juga sayangi keluarga inget Allah sholat rajin ibadah bersyukur punya istri cantik anak cantik tinggal nikmati hidup apa susah nya malah nyari susah, STOP JUDI GES",@figoobocilreplay,UCIVL6S0jUeTZ24dtt2nVxUA,1,2025-06-28T08:02:07Z
b0yw06rMBAY,UgxRrehb9M1IVh6hOox4AaABAg,nangis gue nontonnya,@nisrinahanum6862,UCYdeFtPU5hLJQrz7tBXEFXQ,0,2025-06-28T08:01:19Z
b0yw06rMBAY,Ugz2jnmKfQjmfmt1Yrh4AaABAg,2:08:51 napa nama gua 😭😭😭,@SandiKentan,UCwCL2KBmacGWIThsoTDbagg,0,2025-06-28T08:00:38Z
b0yw06rMBAY,UgyIgwV9tJRO7sTPNUZ4AaABAg,marriage is scary 😵😵‍💫,@nhusnazcl,UCTknyPf9TM9trnnCWack_zQ,0,2025-06-28T08:00:19Z
b0yw06rMBAY,UgweApi-3tdpdXCO_aF4AaABAg,1:26:27 serem banget bangg😭😭😭,@NopiTasari-l1n,UC6ECGoQOGtMkSCq0ZxMudAQ,0,2025-06-28T07:58:29Z
b0yw06rMBAY,UgznZe_BU5FpqmPlX7l4AaABAg,gelooo,@Bibz33,UCakwEJeZKtRHJfYPN5jEogw,0,2025-06-28T07:58:17Z
b0yw06rMBAY,Ugxwa4Fq0Tn62d94R3h4AaABAg,Ngeri ya judi online 😭😭😭😭,@TanpanamaPradana,UCSdR6VLE9RHZsBhG4eK2V1A,0,2025-06-28T07:58:12Z
b0yw06rMBAY,UgzSPXDc06bwdZsUUvN4AaABAg,Aku sampe nangis liat nya😢,@AVIANHAZE,UCHH373-A8QRlH56t_iw9J6Q,0,2025-06-28T07:57:50Z
b0yw06rMBAY,UgxYHXccJwUPRJW19UR4AaABAg,beni bgstttt,@add7.,UCFK4ntfGWymnxsDIHVxIsdw,1,2025-06-28T07:55:56Z
b0yw06rMBAY,UgxVFA6SrEnjBHvumlh4AaABAg,"Jangan terlalu realistis, mak gw ngira beneran jir😡",@hamfans,UCCqz6Jbg211s2m3vhjDGXDA,0,2025-06-28T07:54:54Z
b0yw06rMBAY,UgyAlhIdLVl07M7ZBgB4AaABAg,kelasss,@iloveyoucaa,UChqlU7E1sdu8HnOn7Ep8t2w,0,2025-06-28T07:51:51Z
b0yw06rMBAY,UgxFWvZ4P72vaSAGs3J4AaABAg,"yang mati mau hidup lagi, yang hidup mau memutar waktu lagi",@9.6bviews6secondsago8,UCjqPx9VeuRqSzz2ElM2q2jQ,0,2025-06-28T07:51:33Z
b0yw06rMBAY,Ugzi6sRXWdfJMW38kAB4AaABAg,baru kali ini dalam hidup gua game indo yang grafik nya pas pasan bikin gua beneran nangis. W game emang nih.,@ilhamhadaya2115,UC3YG0djF9BeXYRNrPn-_3qg,1,2025-06-28T07:49:51Z
b0yw06rMBAY,UgzDM4vLZ5xc1Pgrt5p4AaABAg,"Makanya di islam ataupun diagama lainnya pasti akan ada ajaran ""don't gamble"" ya karna Tuhan tau itu bkl hancurin hidup kita",@xinsrey,UCGgj_ui2Sadknxptvzu0MoQ,0,2025-06-28T07:49:22Z
b0yw06rMBAY,Ugyil3SonTm6ENxM_554AaABAg,W streamer yang gg menyusun narasi streaming yang keren dan epic moment,@HisamUddin-i4m,UCqBSwmaarUXlBC-H7cHkt6A,1,2025-06-28T07:48:42Z
b0yw06rMBAY,Ugw6zH2QOE8htGdhWqV4AaABAg,"Gw baca manga gore masih kuat, liat ginian merinding cok aseli 💀💀",@fandyahmadrizal422,UCgsFJvMHE4gX-iIt7ZCQ8fQ,0,2025-06-28T07:48:26Z
b0yw06rMBAY,Ugy0WiLP2mcSWIAfhph4AaABAg,"gua pernah di tawarin sama kawan,tapii gua tolak bang",@DapaKece-q6o,UCKKjQxmR1XMbisfEQ5rX1IQ,0,2025-06-28T07:48:07Z
b0yw06rMBAY,UgySWrYy8jLEXmHLhwt4AaABAg,Gw mau nangis tapi ku tahan sedihh bangeyytttttt🥺,@HisamUddin-i4m,UCqBSwmaarUXlBC-H7cHkt6A,0,2025-06-28T07:47:19Z
b0yw06rMBAY,UgygdM9vF8J3sUUF2pt4AaABAg,"sampe nangis gua liat nya, game nya bagus banget sumpah",@SafaAuliaRamadhani,UCclUe0tfeBJ3Xj0uMr59puQ,1,2025-06-28T07:44:58Z
b0yw06rMBAY,Ugw5w9DUrxCkCmY7b0x4AaABAg,"bang makasih yh udh main game terbagus ini game of the year!, jujur ni game lebih serem dan dark bgt walaupun gaada hantu nya smph serem dan bermoral, paling emosi pas sibeni jual anak istri b*gst emg org ky gtu 😢",@raa9180,UCOO2ng7wgdnw82_kHelJMqA,0,2025-06-28T07:43:27Z
b0yw06rMBAY,UgxIsjzSFUHik7XFwRh4AaABAg,"BENI ANJJJJJ😠😠,  BAD ENDING 6",@Obrolinyuks,UC1AmwL0oMyZxOfyoRetMQlA,1,2025-06-28T07:42:47Z
b0yw06rMBAY,UgwHVd3PzpK2nh-xHHZ4AaABAg,Bulan depan dia mengingat 🌟𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕🌟 pemandangan indah bersama keluarga.,@GeriHollingsworth,UCUvuZKyI2-8pG3qbekAT6IQ,0,2025-06-28T07:42:29Z
b0yw06rMBAY,UgxOzj15Aw3SkM2VZuR4AaABAg,Selama perjalanan kami mengunjungi 🌟𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕🌟 cerita lucu bersama keluarga.,@TracieMcgee-n5c,UCr9qt-0daC0oh7jMG9_qULA,0,2025-06-28T07:42:10Z
b0yw06rMBAY,UgzVTmwxuLI29pKMvo94AaABAg,Selama perjalanan mereka menjelaskan 🌟𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕🌟 aroma harum dengan hati-hati.,@SethZarate-g9r,UCiDMdNiVwelSgGPFnfd3fIA,0,2025-06-28T07:41:10Z
b0yw06rMBAY,UgwpGyFo_plwVrBfp6N4AaABAg,1:47:46 Louis Wkwkw,@Azzteh-iq5fe,UCxNd4MHYIejWvEr5KGHsQIQ,0,2025-06-28T07:41:09Z
b0yw06rMBAY,UgztiYnLdmKYg1b8i654AaABAg,keteigger bgt😢,@tashyiie,UCopPha2f5drHlabTUKVCS3w,0,2025-06-28T07:41:00Z
b0yw06rMBAY,Ugz9m3AkLCtizYDDLSZ4AaABAg,Ketika hujan turun mereka menjelaskan 🌟𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕🌟 aroma harum dengan penuh semangat.,@SabineLindsey,UCBvL9eA3G-J54xwHMF1FXdg,0,2025-06-28T07:40:56Z
b0yw06rMBAY,UgzYVcaIBHvUyt95Ahp4AaABAg,Ketika hujan turun mereka menjelaskan 🌟𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕🌟 aroma harum dengan penuh semangat.,@TrinhBetz,UCgRBU3KUTqiNql_e3Ra8eCw,0,2025-06-28T07:40:36Z
b0yw06rMBAY,UgyxtATIPhi_I6JgQfh4AaABAg,Waktu istirahat saya membeli 🌟𝐀𝐋𝐄𝐗𝐈𝐒𝟏𝟕🌟 objek misterius di dekat pantai.,@TimikaDavies,UCqTPnRMXwPscgCsPLcwsNrQ,0,2025-06-28T07:40:21Z
